Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,NameASCII,PlayerId,MLBAMID
"Yadier Molina","STL",121,473,11,45,66,3,0.050739957,0.167019027,0.252272727,0.296610169,0.370454545,16,0,111,0.667064714,"Yadier Molina",7007,425877
"Max Kepler","MIN",121,490,19,61,54,10,0.110204081,0.195918367,0.211267605,0.306122448,0.413145539,2,0,90,0.719267987,"Max Kepler",12144,596146
"James McCann","NYM",121,412,10,29,46,1,0.077669902,0.279126213,0.232,0.29368932,0.349333333,12,2,87,0.643022653,"James McCann",12859,543510
"Luis Arraez","MIN",121,479,2,58,42,2,0.089770354,0.100208768,0.294392523,0.356993736,0.376168224,9,2,126,0.73316196,"Luis Arraez",18568,650333
"Starling Marte","- - -",120,526,12,89,55,47,0.081749049,0.188212927,0.310492505,0.382857142,0.458244111,6,5,145,0.841101253,"Starling Marte",9241,516782
"Jeff McNeil","NYM",120,426,7,48,35,3,0.068075117,0.136150234,0.251295336,0.319248826,0.360103626,10,0,97,0.679352452,"Jeff McNeil",15362,643446
"Matt Beaty","LAD",120,234,7,35,40,2,0.085470085,0.188034188,0.269607843,0.363247863,0.401960784,3,2,55,0.765208647,"Matt Beaty",17710,607461
"Guillermo Heredia","ATL",120,347,5,46,26,0,0.09221902,0.233429394,0.219672131,0.311239193,0.35409836,5,0,67,0.665337553,"Guillermo Heredia",18721,628338
"Brett Phillips","TBR",119,292,13,50,44,14,0.113013698,0.386986301,0.205533596,0.3,0.42687747,3,3,52,0.72687747,"Brett Phillips",14735,621433
"Sean Murphy","OAK",119,448,17,47,59,0,0.089285714,0.254464285,0.216284987,0.305803571,0.404580152,7,0,85,0.710383723,"Sean Murphy",19352,669221
"AJ Pollock","LAD",117,422,21,53,69,9,0.071090047,0.189573459,0.296875,0.355450236,0.536458333,4,1,114,0.891908569,"AJ Pollock",9256,572041
"Darin Ruf","SFG",117,312,16,41,43,2,0.147435897,0.278846153,0.270992366,0.384615384,0.519083969,8,0,71,0.903699353,"Darin Ruf",9929,573131
"Gary Sánchez","NYY",117,440,23,54,54,0,0.118181818,0.275,0.203655352,0.306818181,0.422976501,14,0,78,0.729794682,"Gary Sanchez",11442,596142
"Christian Yelich","MIL",117,475,9,70,51,9,0.147368421,0.237894736,0.2481203,0.362105263,0.373433583,5,3,99,0.735538846,"Christian Yelich",11477,592885
"Ha-Seong Kim","SDP",117,298,8,27,34,6,0.073825503,0.238255033,0.202247191,0.27027027,0.352059925,6,1,54,0.622330195,"Ha-Seong Kim",27506,673490
"Tucker Barnhart","CIN",116,388,7,41,48,0,0.074742268,0.257731958,0.247126436,0.317010309,0.367816091,8,0,86,0.6848264,"Tucker Barnhart",10200,571466
"Gio Urshela","NYY",116,442,14,42,49,1,0.045248868,0.246606334,0.266666666,0.300904977,0.419047619,16,0,112,0.719952596,"Gio Urshela",10681,570482
"Kolten Wong","MIL",116,492,14,70,50,12,0.06300813,0.168699186,0.271910112,0.335365853,0.447191011,2,5,121,0.782556864,"Kolten Wong",12532,543939
"Wilmer Difo","PIT",116,240,4,25,24,1,0.083333333,0.225,0.269406392,0.329166666,0.383561643,2,0,59,0.712728309,"Wilmer Difo",14320,594694
"Victor Caratini","SDP",116,356,7,33,39,2,0.098314606,0.230337078,0.22683706,0.308988764,0.322683706,13,0,71,0.63167247,"Victor Caratini",14968,605170
"Billy McKinney","- - -",116,300,9,32,27,2,0.106666666,0.263333333,0.19245283,0.28,0.358490566,3,0,51,0.638490566,"Billy McKinney",15654,641856
"Christian Walker","ARI",115,445,10,55,46,0,0.085393258,0.238202247,0.244389027,0.314606741,0.381546134,8,0,98,0.696152875,"Christian Walker",13419,572233
"Franmil Reyes","CLE",115,466,30,57,85,4,0.092274678,0.319742489,0.253588516,0.324034334,0.5215311,13,1,106,0.845565434,"Franmil Reyes",14566,614177
"Jake Bauers","- - -",115,315,4,27,19,6,0.095238095,0.247619047,0.209219858,0.289808917,0.276595744,1,1,59,0.566404661,"Jake Bauers",15194,641343
"Alec Bohm","PHI",115,417,7,46,47,4,0.074340527,0.26618705,0.247368421,0.304556354,0.342105263,12,0,94,0.646661617,"Alec Bohm",21618,664761
"Buster Posey","SFG",113,454,18,68,56,0,0.123348017,0.191629955,0.303797468,0.389867841,0.498734177,15,0,120,0.888602018,"Buster Posey",9166,457763
"Pedro Severino","BAL",113,419,11,32,46,0,0.081145584,0.260143198,0.248021108,0.307875894,0.382585751,9,0,94,0.690461645,"Pedro Severino",14523,600474
"Kyle Schwarber","- - -",113,471,32,76,71,1,0.135881104,0.269639065,0.26566416,0.373673036,0.553884711,4,1,106,0.927557747,"Kyle Schwarber",16478,656941
"Edmundo Sosa","STL",113,326,6,39,27,4,0.052147239,0.193251533,0.270833333,0.345679012,0.388888888,8,4,78,0.7345679,"Edmundo Sosa",17022,624641
"Paul DeJong","STL",113,402,19,44,45,4,0.087064676,0.256218905,0.196629213,0.283582089,0.390449438,6,1,70,0.674031527,"Paul DeJong",18015,657557
"Juan Lagares","LAA",112,327,6,39,38,1,0.036697247,0.232415902,0.236245954,0.266253869,0.372168284,8,2,73,0.638422153,"Juan Lagares",5384,501571
"Ronald Torreyes","PHI",112,344,7,30,41,2,0.055232558,0.119186046,0.242138364,0.286135693,0.345911949,7,1,77,0.632047642,"Ronald Torreyes",11400,591720
"Jacob Stallings","PIT",112,427,8,38,53,0,0.114754098,0.199063231,0.245989304,0.334894613,0.368983957,10,0,92,0.70387857,"Jacob Stallings",13723,607732
"Josh VanMeter","ARI",112,310,6,26,36,3,0.106451612,0.267741935,0.211678832,0.296774193,0.354014598,5,2,58,0.650788791,"Josh VanMeter",15170,642165
"Yadiel Hernandez","WSN",112,289,9,33,32,3,0.076124567,0.204152249,0.272727272,0.328719723,0.412878787,11,0,72,0.74159851,"Yadiel Hernandez",19334,628450
"Eddie Rosario","- - -",111,412,14,42,62,11,0.063106796,0.148058252,0.258575197,0.304878048,0.4353562,4,3,98,0.740234248,"Eddie Rosario",12155,592696
"Alex Dickerson","SFG",111,312,13,37,38,1,0.073717948,0.243589743,0.233215547,0.304487179,0.420494699,7,0,66,0.724981878,"Alex Dickerson",12649,543105
"Seth Brown","OAK",111,307,20,43,48,4,0.074918566,0.28990228,0.213523131,0.273615635,0.480427046,1,1,60,0.754042681,"Seth Brown",18171,664913
"Ryan Zimmerman","WSN",110,273,14,27,46,0,0.058608058,0.282051282,0.243137254,0.285714285,0.470588235,9,0,62,0.75630252,"Ryan Zimmerman",4220,475582
"Asdrúbal Cabrera","- - -",110,352,7,34,42,1,0.102272727,0.227272727,0.229773462,0.3125,0.365695792,8,0,71,0.678195792,"Asdrubal Cabrera",4962,452678
"Jesse Winker","CIN",110,485,24,77,71,1,0.10927835,0.154639175,0.304964539,0.393814432,0.555555555,14,0,129,0.949369987,"Jesse Winker",13590,608385
"Anthony Santander","BAL",110,438,18,54,50,1,0.052511415,0.230593607,0.24137931,0.286041189,0.433497536,11,1,98,0.719538725,"Anthony Santander",14551,623993
"Albert Pujols","- - -",109,296,17,29,50,2,0.047297297,0.152027027,0.236363636,0.283783783,0.432727272,14,0,65,0.716511055,"Albert Pujols",1177,405395
"Ehire Adrianza","ATL",109,209,5,32,28,0,0.100478468,0.200956937,0.247252747,0.326923076,0.401098901,4,0,45,0.728021977,"Ehire Adrianza",8418,501303
"Corey Dickerson","- - -",109,365,6,43,29,6,0.06849315,0.186301369,0.270833333,0.326027397,0.407738095,8,5,91,0.733765492,"Corey Dickerson",10762,572816
"Mike Zunino","TBR",109,375,33,64,62,0,0.090666666,0.352,0.216216216,0.301333333,0.558558558,7,0,72,0.859891891,"Mike Zunino",13265,572287
"Andrew Stevenson","WSN",109,213,5,22,23,1,0.061032863,0.286384976,0.229166666,0.293838862,0.338541666,3,1,44,0.632380528,"Andrew Stevenson",17932,664057
"LaMonte Wade Jr.","SFG",109,381,18,52,56,6,0.086614173,0.2335958,0.25297619,0.326259946,0.482142857,3,1,85,0.808402803,"LaMonte Wade Jr.",18126,664774
"Luis Torrens","SEA",108,378,15,39,47,0,0.074074074,0.261904761,0.242774566,0.298941798,0.430635838,8,0,84,0.729577636,"Luis Torrens",15905,620443
"Chas McCormick","HOU",108,320,14,47,50,4,0.078125,0.325,0.257042253,0.31875,0.447183098,5,2,73,0.765933098,"Chas McCormick",19599,676801
"Gregory Polanco","PIT",107,382,11,38,36,14,0.094240837,0.272251308,0.208333333,0.282722513,0.354166666,8,1,70,0.636889179,"Gregory Polanco",12907,570256
"Yonathan Daza","COL",107,331,2,26,30,2,0.063444108,0.181268882,0.282392026,0.332307692,0.355481727,9,1,85,0.687789419,"Yonathan Daza",15794,602074
"Rhys Hoskins","PHI",107,443,27,64,71,3,0.106094808,0.243792325,0.246786632,0.334085778,0.529562982,7,2,96,0.86364876,"Rhys Hoskins",16472,656555
"Steven Duggar","SFG",107,297,8,45,35,7,0.09090909,0.296296296,0.257462686,0.329966329,0.436567164,4,0,69,0.766533493,"Steven Duggar",17719,621453
"Victor Robles","WSN",107,369,2,37,19,8,0.089430894,0.230352303,0.203174603,0.309589041,0.295238095,7,6,64,0.604827136,"Victor Robles",18363,645302
"Elias Díaz","COL",106,371,18,52,44,0,0.080862533,0.161725067,0.24556213,0.309973045,0.464497041,15,0,83,0.774470086,"Elias Diaz",11680,553869
"Patrick Wisdom","CHC",106,375,28,54,61,4,0.085333333,0.408,0.23076923,0.304812834,0.517751479,7,1,78,0.822564313,"Patrick Wisdom",13602,621550
"Harold Castro","DET",106,339,3,35,37,1,0.041297935,0.21238938,0.282539682,0.310447761,0.358730158,7,1,89,0.669177919,"Harold Castro",14691,605612
"Rowdy Tellez","- - -",106,325,11,34,36,0,0.07076923,0.2,0.242424242,0.304615384,0.414141414,6,0,72,0.718756798,"Rowdy Tellez",15679,642133
"Jason Heyward","CHC",104,353,8,35,30,5,0.076487252,0.19263456,0.213622291,0.280453257,0.346749226,4,1,69,0.627202483,"Jason Heyward",4940,518792
"Freddy Galvis","- - -",104,394,14,53,40,1,0.068527918,0.195431472,0.241573033,0.301790281,0.40730337,6,0,86,0.709093651,"Freddy Galvis",6609,520471
"Phil Gosselin","LAA",104,373,7,40,47,4,0.064343163,0.217158176,0.260869565,0.313672922,0.36231884,3,2,90,0.675991762,"Phil Gosselin",10953,594838
"Maikel Franco","BAL",104,403,11,31,47,0,0.049627791,0.166253101,0.209549071,0.253101736,0.355437665,12,0,79,0.608539401,"Maikel Franco",12179,596748
"Didi Gregorius","PHI",103,408,13,35,54,3,0.061274509,0.164215686,0.20923913,0.269607843,0.369565217,8,0,77,0.63917306,"Didi Gregorius",6012,544369
"Yan Gomes","- - -",103,375,14,49,52,0,0.050666666,0.208,0.252148997,0.301333333,0.421203438,15,0,88,0.722536771,"Yan Gomes",9627,543228
"Rafael Ortega","CHC",103,330,11,44,33,12,0.09090909,0.212121212,0.29054054,0.359756097,0.462837837,3,6,86,0.822593934,"Rafael Ortega",10323,542364
"Hanser Alberto","KCR",103,255,2,25,24,3,0.015686274,0.101960784,0.269709543,0.290836653,0.402489626,1,1,65,0.693326279,"Hanser Alberto",11902,593643
"Tyler Wade","NYY",103,145,0,31,5,17,0.110344827,0.255172413,0.267716535,0.354166666,0.322834645,3,6,34,0.677001311,"Tyler Wade",15730,642180
"Harrison Bader","STL",103,401,16,45,50,9,0.06733167,0.211970074,0.267029972,0.324189526,0.460490463,4,4,98,0.784679989,"Harrison Bader",18030,664056
"Jarrod Dyson","- - -",102,149,0,17,10,10,0.067114093,0.22147651,0.207407407,0.260273972,0.288888888,1,5,28,0.54916286,"Jarrod Dyson",4866,502481
"Rougned Odor","NYY",102,361,15,42,39,0,0.074792243,0.27700831,0.201863354,0.286111111,0.378881987,3,1,65,0.664993098,"Rougned Odor",12282,596059
"Brendan Rodgers","COL",102,415,15,49,51,0,0.045783132,0.202409638,0.284237726,0.327710843,0.470284237,8,0,110,0.79799508,"Brendan Rodgers",17907,663898
"Gavin Lux","LAD",102,381,7,49,46,4,0.107611548,0.217847769,0.241791044,0.328083989,0.364179104,3,1,81,0.692263093,"Gavin Lux",19955,666158
"Donovan Solano","SFG",101,344,7,35,31,2,0.072674418,0.168604651,0.280130293,0.344023323,0.403908794,8,0,86,0.747932117,"Donovan Solano",8623,456781
"DJ Stewart","BAL",100,318,12,39,33,0,0.138364779,0.279874213,0.203703703,0.323899371,0.374074074,3,0,55,0.697973445,"DJ Stewart",17766,621466
"Jake Marisnick","- - -",99,198,5,21,24,4,0.055555555,0.328282828,0.21590909,0.285714285,0.375,4,1,38,0.660714285,"Jake Marisnick",11339,545350
"Harold Ramírez","CLE",99,361,7,33,41,3,0.038781163,0.155124653,0.268436578,0.304709141,0.398230088,10,1,91,0.702939229,"Harold Ramirez",14387,623912
"Bradley Zimmer","CLE",99,348,8,44,35,15,0.086206896,0.350574712,0.227424749,0.324712643,0.344481605,3,3,68,0.669194248,"Bradley Zimmer",16221,605548
"Colin Moran","PIT",99,359,10,29,50,1,0.100278551,0.242339832,0.257861635,0.334261838,0.389937106,6,0,82,0.724198944,"Colin Moran",16909,592567
"Carson Kelly","ARI",98,359,13,41,46,0,0.122562674,0.206128133,0.240131578,0.342618384,0.41118421,10,0,73,0.753802594,"Carson Kelly",13620,608348
"Eric Haase","DET",98,381,22,48,61,2,0.068241469,0.312335958,0.23076923,0.286089238,0.458689458,11,0,81,0.744778696,"Eric Haase",14111,606992
"Brandon Belt","SFG",97,381,29,65,59,3,0.125984251,0.270341207,0.273846153,0.377952755,0.596923076,9,2,89,0.974875831,"Brandon Belt",10264,474832
"Tom Murphy","SEA",97,325,11,35,34,0,0.123076923,0.304615384,0.202166064,0.304347826,0.350180505,8,0,56,0.654528331,"Tom Murphy",13499,608596
"Matt Duffy","CHC",97,322,5,45,30,8,0.077639751,0.195652173,0.287197231,0.357142857,0.380622837,16,1,83,0.737765694,"Matt Duffy",13836,622110
"David Bote","CHC",97,327,8,32,35,0,0.082568807,0.22324159,0.199312714,0.276073619,0.329896907,13,1,58,0.605970526,"David Bote",14593,623520
"Ke'Bryan Hayes","PIT",96,396,6,49,38,9,0.078282828,0.219696969,0.256906077,0.315656565,0.372928176,11,1,93,0.688584741,"Ke'Bryan Hayes",18577,663647
"Joe Panik","- - -",95,257,3,17,18,2,0.066147859,0.132295719,0.207627118,0.265625,0.283898305,9,0,49,0.549523305,"Joe Panik",11936,605412
"Corey Seager","LAD",95,409,16,54,57,1,0.117359413,0.161369193,0.305949008,0.393643031,0.521246458,8,1,108,0.914889489,"Corey Seager",13624,608369
"Cody Bellinger","LAD",95,350,10,39,36,3,0.088571428,0.268571428,0.165079365,0.24,0.301587301,2,1,52,0.541587301,"Cody Bellinger",15998,641355
"Joshua Fuentes","COL",95,284,7,30,33,0,0.042253521,0.228873239,0.22509225,0.257042253,0.350553505,5,0,61,0.607595758,"Joshua Fuentes",16885,658069
"Abraham Toro","- - -",95,375,11,45,46,6,0.082666666,0.144,0.23880597,0.314666666,0.373134328,5,3,80,0.687800994,"Abraham Toro",19844,647351
"Daulton Varsho","ARI",95,315,11,41,38,6,0.095238095,0.212698412,0.246478873,0.318471337,0.436619718,4,0,70,0.755091055,"Daulton Varsho",19918,662139
"Jace Peterson","MIL",94,302,6,36,31,10,0.125827814,0.225165562,0.247104247,0.347682119,0.366795366,1,1,64,0.714477485,"Jace Peterson",12325,607054
"Yasmani Grandal","CHW",93,375,23,60,62,0,0.232,0.218666666,0.240143369,0.419786096,0.519713261,15,0,67,0.939499357,"Yasmani Grandal",11368,518735
"Tyrone Taylor","MIL",93,271,12,33,43,6,0.073800738,0.217712177,0.24691358,0.32103321,0.456790123,6,1,60,0.777823333,"Tyrone Taylor",13675,621438
"Daniel Vogelbach","MIL",93,258,9,30,24,0,0.166666666,0.220930232,0.218604651,0.348837209,0.381395348,6,0,47,0.730232557,"Daniel Vogelbach",14130,596129
"Jarred Kelenic","SEA",93,377,14,41,43,6,0.095490716,0.281167108,0.181008902,0.265251989,0.350148367,5,4,61,0.615400356,"Jarred Kelenic",22558,672284
"Jorge Alfaro","MIA",92,311,4,22,30,8,0.035369774,0.318327974,0.244067796,0.282958199,0.342372881,8,1,72,0.62533108,"Jorge Alfaro",12180,595751
"Brandon Nimmo","NYM",92,386,8,51,28,5,0.139896373,0.204663212,0.292307692,0.401041666,0.436923076,3,4,95,0.837964742,"Brandon Nimmo",12927,607043
"Santiago Espinal","TOR",92,246,2,32,17,6,0.089430894,0.121951219,0.31081081,0.375510204,0.405405405,4,1,69,0.780915609,"Santiago Espinal",19997,669289
"Charlie Culberson","TEX",91,271,5,23,22,7,0.062730627,0.236162361,0.242914979,0.295880149,0.380566801,3,1,60,0.67644695,"Charlie Culberson",3298,518586
"Marwin Gonzalez","- - -",91,307,5,30,28,3,0.065146579,0.254071661,0.199275362,0.274509803,0.304347826,8,2,55,0.578857629,"Marwin Gonzalez",5497,503556
"Pat Valaika","BAL",91,281,5,17,25,1,0.056939501,0.270462633,0.2007722,0.25,0.289575289,4,1,52,0.539575289,"Pat Valaika",14885,642162
"Alex Bregman","HOU",91,400,12,54,55,1,0.11,0.1325,0.270114942,0.355,0.422413793,13,0,94,0.777413793,"Alex Bregman",17678,608324
"Niko Goodrum","DET",90,325,9,39,33,14,0.089230769,0.329230769,0.213793103,0.292307692,0.358620689,6,5,62,0.650928381,"Niko Goodrum",12092,592348
"Ketel Marte","ARI",90,374,14,52,50,2,0.0828877,0.160427807,0.317647058,0.377005347,0.532352941,8,0,108,0.909358288,"Ketel Marte",13613,606466
"Ryan McKenna","BAL",90,197,2,20,14,1,0.121827411,0.375634517,0.183431952,0.292307692,0.266272189,1,0,31,0.558579881,"Ryan McKenna",19928,663630
"Justin Upton","LAA",89,362,17,47,41,4,0.107734806,0.29558011,0.210691823,0.296398891,0.408805031,11,1,67,0.705203922,"Justin Upton",5222,457708
"Lewis Brinson","MIA",89,290,9,24,33,1,0.044827586,0.248275862,0.226277372,0.262975778,0.375912408,5,1,62,0.638888186,"Lewis Brinson",14352,621446
"Yu Chang","CLE",89,251,9,32,39,1,0.043824701,0.274900398,0.227848101,0.26693227,0.426160337,4,0,54,0.693092607,"Yu Chang",14773,644374
"Sergio Alcántara","CHC",89,255,5,30,17,3,0.117647058,0.290196078,0.204545454,0.303149606,0.327272727,3,0,45,0.630422333,"Sergio Alcantara",16417,642727
"Jose Trevino","TEX",89,302,5,23,30,1,0.039735099,0.188741721,0.238596491,0.266666666,0.340350877,13,1,68,0.607017543,"Jose Trevino",16725,624431
"Jorge Mateo","- - -",89,209,4,19,14,10,0.0430622,0.263157894,0.24742268,0.29326923,0.376288659,1,3,48,0.669557889,"Jorge Mateo",17273,622761
"Isan Díaz","MIA",89,277,4,25,17,1,0.122743682,0.263537906,0.19327731,0.29347826,0.281512605,2,1,46,0.574990865,"Isan Diaz",17922,656371
"Austin Hedges","CLE",88,312,10,32,31,1,0.048076923,0.278846153,0.178321678,0.219672131,0.307692307,7,0,51,0.527364438,"Austin Hedges",12976,595978
"Ramón Laureano","OAK",88,378,14,43,39,12,0.071428571,0.259259259,0.24633431,0.317460317,0.442815249,4,5,84,0.760275566,"Ramon Laureano",17128,657656
"Shogo Akiyama","CIN",88,183,0,16,12,2,0.076502732,0.218579234,0.203703703,0.281767955,0.253086419,1,3,33,0.534854374,"Shogo Akiyama",27461,673451
"Starlin Castro","WSN",87,346,3,25,38,0,0.075144508,0.179190751,0.282539682,0.333333333,0.374603174,6,1,89,0.707936507,"Starlin Castro",4579,516770
"Max Stassi","LAA",87,319,13,45,35,0,0.087774294,0.31661442,0.241134751,0.326018808,0.425531914,8,0,68,0.751550722,"Max Stassi",10059,545358
"Jack Mayfield","- - -",87,290,10,30,39,5,0.058620689,0.234482758,0.218045112,0.271777003,0.387218045,6,0,58,0.658995048,"Jack Mayfield",15402,608686
"Jon Berti","MIA",85,271,4,35,19,8,0.11808118,0.22509225,0.210300429,0.311111111,0.313304721,7,4,49,0.624415832,"Jon Berti",12037,542932
"Kelvin Gutiérrez","- - -",85,295,3,23,20,0,0.064406779,0.257627118,0.231617647,0.291525423,0.31617647,4,1,63,0.607701893,"Kelvin Gutierrez",17468,642721
"Ramón Urías","BAL",85,296,7,33,38,1,0.094594594,0.256756756,0.278625954,0.361486486,0.41221374,3,2,73,0.773700226,"Ramon Urias",18795,602104
"Ryan Jeffers","MIN",85,293,14,28,35,0,0.075085324,0.368600682,0.198501872,0.269624573,0.400749063,6,1,53,0.670373636,"Ryan Jeffers",24618,680777
"Sandy León","MIA",84,220,4,15,14,0,0.054545454,0.295454545,0.183168316,0.237442922,0.267326732,2,0,37,0.504769654,"Sandy Leon",5273,506702
"Adam Eaton","- - -",84,288,6,38,30,3,0.076388888,0.246527777,0.200787401,0.28169014,0.326771653,6,0,51,0.608461793,"Adam Eaton",11205,594809
"Travis Shaw","- - -",84,250,9,20,39,0,0.096,0.272,0.2,0.286290322,0.372727272,2,0,44,0.659017594,"Travis Shaw",11982,543768
"Aristides Aquino","CIN",84,204,10,25,23,2,0.132352941,0.367647058,0.189655172,0.299019607,0.408045977,0,2,33,0.707065584,"Aristides Aquino",15482,606157
"Aledmys Díaz","HOU",84,319,8,28,45,0,0.050156739,0.194357366,0.258503401,0.31661442,0.404761904,7,1,76,0.721376324,"Aledmys Diaz",15937,649557
"Francisco Mejía","TBR",84,277,6,31,35,0,0.061371841,0.176895306,0.26,0.322463768,0.416,4,0,65,0.738463768,"Francisco Mejia",16403,642336
"Ryan O'Hearn","KCR",84,254,9,23,29,0,0.051181102,0.279527559,0.224576271,0.267716535,0.368644067,7,0,53,0.636360602,"Ryan O'Hearn",16442,656811
"Ji Man Choi","TBR",83,305,11,36,45,0,0.147540983,0.285245901,0.22868217,0.347540983,0.410852713,5,0,59,0.758393696,"Ji Man Choi",5452,596847
"Jonah Heim","TEX",82,285,10,22,32,3,0.052631578,0.203508771,0.196226415,0.239436619,0.358490566,8,1,52,0.597927185,"Jonah Heim",16930,641680
"Ronald Acuña Jr.","ATL",82,360,24,72,52,17,0.136111111,0.236111111,0.282828282,0.394444444,0.595959595,0,6,84,0.990404039,"Ronald Acuna Jr.",18401,660670
"Mitch Moreland","OAK",81,252,10,28,30,0,0.071428571,0.23015873,0.227074235,0.285714285,0.414847161,5,0,52,0.700561446,"Mitch Moreland",3086,519048
"Bryan Shaw","CLE",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bryan Shaw",8110,543766
"Evan Longoria","SFG",81,291,13,45,46,1,0.120274914,0.233676975,0.260869565,0.350515463,0.482213438,9,1,66,0.832728901,"Evan Longoria",9368,446334
"Dom Nuñez","COL",81,263,10,31,33,0,0.129277566,0.346007604,0.188596491,0.292775665,0.399122807,0,0,43,0.691898472,"Dom Nunez",15055,624513
"Sam Hilliard","COL",81,238,14,32,34,5,0.096638655,0.365546218,0.214953271,0.294117647,0.462616822,0,0,46,0.756734469,"Sam Hilliard",17954,656541
"Yoshi Tsutsugo","- - -",81,262,8,27,32,0,0.110687022,0.27480916,0.217391304,0.306513409,0.382608695,3,1,50,0.689122104,"Yoshi Tsutsugo",27459,660294
"Tyler Rogers","SFG",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tyler Rogers",15541,643511
"Cavan Biggio","TOR",79,294,7,27,27,3,0.12585034,0.265306122,0.224,0.321917808,0.356,4,1,56,0.677917808,"Cavan Biggio",19252,624415
"Trevor Larnach","MIN",79,301,7,29,28,1,0.102990033,0.34551495,0.223076923,0.322259136,0.35,3,0,58,0.672259136,"Trevor Larnach",21501,663616
"Yusmeiro Petit","OAK",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yusmeiro Petit",4020,433589
"Stephen Vogt","- - -",78,238,7,24,25,0,0.109243697,0.235294117,0.195238095,0.282700421,0.333333333,2,0,41,0.616033754,"Stephen Vogt",5000,519390
"Eric Sogard","CHC",78,180,1,16,12,3,0.05,0.166666666,0.24852071,0.283333333,0.313609467,5,1,42,0.5969428,"Eric Sogard",7927,519299
"Lorenzo Cain","MIL",78,286,8,40,36,13,0.09090909,0.167832167,0.256809338,0.328671328,0.40077821,5,2,66,0.729449538,"Lorenzo Cain",9077,456715
"George Springer","TOR",78,342,22,59,50,4,0.108187134,0.230994152,0.264214046,0.351906158,0.555183946,6,1,79,0.907090104,"George Springer",12856,543807
"Reese McGuire","TOR",78,217,1,22,10,0,0.069124423,0.202764976,0.252525252,0.310185185,0.343434343,4,0,50,0.653619528,"Reese McGuire",15674,624512
"Tim Hill","SDP",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tim Hill",16814,657612
"Zack Collins","CHW",78,231,4,25,26,1,0.147186147,0.298701298,0.21025641,0.330434782,0.338461538,4,1,41,0.66889632,"Zack Collins",19181,641470
"Jake Fraley","SEA",78,265,9,27,36,10,0.173584905,0.267924528,0.210280373,0.352272727,0.369158878,3,2,45,0.721431605,"Jake Fraley",19260,641584
"Brock Holt","TEX",77,260,2,21,23,5,0.088461538,0.188461538,0.208510638,0.28076923,0.29787234,5,1,49,0.57864157,"Brock Holt",9345,571788
"Austin Barnes","LAD",77,225,6,28,23,1,0.088888888,0.248888888,0.215,0.299107142,0.345,6,0,43,0.644107142,"Austin Barnes",12158,605131
"Curt Casali","SFG",77,231,5,20,26,0,0.112554112,0.285714285,0.21,0.313043478,0.35,3,0,42,0.663043478,"Curt Casali",12510,592200
"Lane Thomas","- - -",77,264,7,35,28,6,0.140151515,0.238636363,0.234513274,0.34090909,0.411504424,6,3,53,0.752413514,"Lane Thomas",16939,657041
"Tommy La Stella","SFG",76,242,7,26,27,0,0.074380165,0.107438016,0.25,0.308333333,0.404545454,4,0,55,0.712878787,"Tommy La Stella",12371,600303
"Phillip Evans","PIT",76,247,5,23,16,1,0.113360323,0.214574898,0.205607476,0.31174089,0.29906542,3,0,44,0.61080631,"Phillip Evans",12950,595943
"Travis Jankowski","PHI",76,157,1,24,10,5,0.140127388,0.184713375,0.251908396,0.363636363,0.351145038,1,0,33,0.714781401,"Travis Jankowski",13768,608671
"Jake Cave","MIN",76,178,3,14,13,1,0.056179775,0.348314606,0.18902439,0.24858757,0.292682926,0,1,31,0.541270496,"Jake Cave",14477,595909
"Victor Reyes","DET",76,220,5,26,22,5,0.036363636,0.25,0.258373205,0.284403669,0.416267942,2,1,54,0.700671611,"Victor Reyes",15487,622682
"Andy Ibáñez","TEX",76,272,7,31,25,0,0.055147058,0.12867647,0.276679841,0.32103321,0.434782608,6,0,70,0.755815818,"Andy Ibanez",18819,628451
"Manny Piña","MIL",75,208,13,27,33,0,0.10576923,0.182692307,0.188888888,0.29326923,0.438888888,4,0,34,0.732158118,"Manny Pina",2829,444489
"Alcides Escobar","WSN",75,349,4,53,28,3,0.048710601,0.160458452,0.288401253,0.340057636,0.404388714,2,0,92,0.74444635,"Alcides Escobar",6310,444876
"Chad Pinder","OAK",75,233,6,30,27,1,0.068669527,0.26609442,0.242990654,0.300429184,0.411214953,6,0,52,0.711644137,"Chad Pinder",15191,640461
"Mike Tauchman","- - -",75,191,4,22,15,3,0.120418848,0.303664921,0.180722891,0.284210526,0.28313253,0,3,30,0.567343056,"Mike Tauchman",15274,643565
"Willie Calhoun","TEX",75,284,6,26,25,0,0.073943661,0.119718309,0.25,0.309859154,0.38076923,6,2,65,0.690628384,"Willie Calhoun",17838,641432
"Steve Cishek","LAA",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steve Cishek",6483,518553
"Héctor Neris","PHI",74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Hector Neris",11804,593576
